"Mixture"	"Neutrophils"	"Fibroblasts"	"Melanoma"	"Macrophage"	"Keratinocytes"	"T_cell"	"Endothelial"
"D_0_3_96"	"0.106902643981973"	"0.160422080118087"	"0"	"0.0906451524982409"	"0.633963431535728"	"0.00157900673625679"	"0.00806669186597067"
"D_0_3_15"	"0.0822641877971338"	"0.102651394844897"	"0"	"0.0987462895520829"	"0.707591609127027"	"0.000668755957083702"	"0.00874651867885854"
"D_0_3_55"	"0.0706236609521766"	"0.127769705374483"	"0.0210807734944809"	"0.103743470894534"	"0.673653671627341"	"0.000353522092931756"	"0.00312871765698439"
"D_0_3_153"	"0.0800078363438271"	"0.107534737902961"	"0.00138340566640292"	"0.0960136735222174"	"0.703467073952608"	"0.00140586826859483"	"0.0115932726119836"
"D_0_3_45"	"0.0857592055620003"	"0.133807748809445"	"0"	"0.109886383552354"	"0.661148927202924"	"0.00245822710438772"	"0.00939773487327685"
"D_0_3_51"	"0.0998440814895918"	"0.0999912203418072"	"0.0111770822863345"	"0.0854918880917414"	"0.703495727790525"	"0.00288956935014903"	"0"
"D_0_3_71"	"0.0855509104105582"	"0.114106226312588"	"0"	"0.117655009788045"	"0.671241378155117"	"0.000703196044428637"	"0.0114464753336908"
"D_0_3_72"	"0.100593277139918"	"0.119891088995514"	"0.00118813744788876"	"0.102093856275319"	"0.656122933655607"	"0.0218286919087999"	"0"
"D_0_3_25"	"0.11041047889978"	"0.124660726342104"	"0"	"0.133981194106017"	"0.630287124182892"	"0.00032774779942544"	"0.000660476469207357"
"D_0_3_84"	"0.0890775535040971"	"0.108966959455668"	"0.00680735528185344"	"0.133043046372816"	"0.651878948592111"	"0.000396283623115465"	"0.010226136793455"
"D_0_3_32"	"0.0889082339235912"	"0.133012539339426"	"0"	"0.120406030270169"	"0.648165510900726"	"0.000534896637178532"	"0.00950768556608768"
"D_0_3_116"	"0.104278911895368"	"0.128078912743776"	"0.0032934553568497"	"0.0887292574440962"	"0.665424925648853"	"0.0102078427273426"	"0"
"D_0_3_75"	"0.100533578958729"	"0.18469445644987"	"0.000841447094554541"	"0.112075793370915"	"0.59767154227305"	"0.0006389863930604"	"0.00418318185288186"
"D_0_3_74"	"0.0647536247035763"	"0.0945239052659659"	"0"	"0.112335263187424"	"0.724595561256505"	"0.0022483000129794"	"0.00379164558652859"
"D_0_3_104"	"0.0836452791839599"	"0.112392072805365"	"0.00661982639754112"	"0.0993473249778145"	"0.682231753529809"	"6.63278791865295e-05"	"0.0157637431055112"
"D_0_3_89"	"0.0780081264931096"	"0.107229457299624"	"0.00570783923140319"	"0.113464571564382"	"0.684185927314805"	"3.1591658174877e-05"	"0.0114040780966757"
"D_0_3_139"	"0.0829672790277096"	"0.112251366904191"	"0"	"0.114391928250644"	"0.668213495594375"	"0.000535025120786531"	"0.0221759302230809"
"D_0_3_172"	"0.0770946938504359"	"0.120219256060623"	"0.000665844869004354"	"0.0847980751583878"	"0.691052805391053"	"0.0014614942392097"	"0.0261693246704961"
"D_0_3_95"	"0.0940968270726384"	"0.120760213697857"	"0.000917734624840276"	"0.11606894030557"	"0.658003534929088"	"0.00034941726222284"	"0.0101527493700063"
"D_0_3_141"	"0.0996398627972153"	"0.107969795417432"	"0"	"0.12016738625762"	"0.663058533670472"	"0.00222761401592813"	"0.00798243652603556"
"D_0_3_86"	"0.0769519816223739"	"0.11433731966728"	"0"	"0.129893654999962"	"0.658715722651174"	"0.000627137117105215"	"0.0201013210592099"
"D_0_3_175"	"0.0863465667536678"	"0.103828728663499"	"0.011877520148406"	"0.0850649520317221"	"0.698405547115673"	"0.000395707776958981"	"0.014476685287032"
"D_0_3_147"	"0.103880581423562"	"0.0967910751439447"	"0.00111874116149463"	"0.109743516868078"	"0.676740501455162"	"0.00120751137977052"	"0.0117255839477587"
"D_0_3_100"	"0.0798054967730822"	"0.149041450544598"	"0"	"0.102553487502586"	"0.66027487276273"	"0.000945763818165173"	"0.00832469241700389"
"D_0_3_58"	"0.08888110206542"	"0.130112016552281"	"0"	"0.114548243176108"	"0.652062257971607"	"0.000644296645535117"	"0.0143963802345842"
"D_0_3_188"	"0.107419173056455"	"0.126642714488315"	"0"	"0.127352429447816"	"0.629043388350242"	"0.000272169575568967"	"0.00954229465717221"
"D_0_3_40"	"0.0963723899187632"	"0.125763541615883"	"0"	"0.0839598070886123"	"0.685667403767705"	"0.00123110574396868"	"0.00823685760903684"
"D_0_3_164"	"0.0956767184076172"	"0.118764479383604"	"0"	"0.0883525050806561"	"0.697206297128123"	"0.00136068443619693"	"0"
"D_0_3_79"	"0.0952488192492232"	"0.134473073616765"	"0"	"0.124106427377393"	"0.631744424299089"	"0.000320849536770095"	"0.0144272554575302"
"D_0_3_70"	"0.0922343372552122"	"0.105514694564522"	"0"	"0.0993568107166888"	"0.700441351837769"	"0.00112357761874292"	"0.00245280562580727"
"D_0_3_143"	"0.0940183951542526"	"0.113608243230371"	"0"	"0.131530894279358"	"0.655886379704921"	"0.00105202087055471"	"0.00495608763109741"
"D_0_3_168"	"0.0997924128967558"	"0.141077411961089"	"0"	"0.13005659041437"	"0.621821318720178"	"0.00103625579789516"	"0.00725226600760665"
"D_0_3_103"	"0.114033709460803"	"0.125255915456074"	"0"	"0.136940663428359"	"0.623769711654764"	"0.00111444683206843"	"0"
"D_0_3_127"	"0.0881886359900766"	"0.137541772093083"	"0.00127372346278033"	"0.0730522092656602"	"0.678890196625699"	"0.000530456610511081"	"0.0210534625627008"
"D_0_3_132"	"0.0923047796878946"	"0.120620998699896"	"0"	"0.121554637529136"	"0.665519584083073"	"1.13332517986079e-06"	"0"
